isbn,title,author,publicationyear,bookimage,numpages,rating,genre,bookurl,language,price,,,,,,,
075284377X,Phreak  (The Georgina Powers Crime Novels),Denise Danks,2002,http://images.amazon.com/images/P/075284377X.01.LZZZZZZZ.jpg,240,3.12,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.53,,,,,,,
1567310656,The Twilight Zone the Original Stories,Martin Harry Greenberg,1997,http://images.amazon.com/images/P/1567310656.01.LZZZZZZZ.jpg,550,4.26,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.78,,,,,,,
080241365X,Vessel of Honor,Melvin Cobb,2004,http://images.amazon.com/images/P/080241365X.01.LZZZZZZZ.jpg,480,2.71,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.98,,,,,,,
078601329X,Code Name: Quickstrike (Code Name),William W. Johnstone,2003,http://images.amazon.com/images/P/078601329X.01.LZZZZZZZ.jpg,256,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.52,,,,,,,
074320400X,This Ain't Brain Surgery : How to Win the Pennant Without Losing Your Mind,Larry Dierker,2003,http://images.amazon.com/images/P/074320400X.01.LZZZZZZZ.jpg,304,3.81,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.48,,,,,,,
072785965X,Brought to Book,Anthea Fraser,2003,http://images.amazon.com/images/P/072785965X.01.LZZZZZZZ.jpg,224,3.47,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.66,,,,,,,
1573249149,For Goddess' Sake: Get the Girls Together and Have Some Fun,Hailey D. D. Klein,2004,http://images.amazon.com/images/P/1573249149.01.LZZZZZZZ.jpg,192,4.57,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.66,,,,,,,
1852424591,Wave and Other Stories,Caren Gussoff,2003,http://images.amazon.com/images/P/1852424591.01.LZZZZZZZ.jpg,192,4.33,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.96,,,,,,,
159310166X,Kaleidoscope: Perspective Changes in Four Suspense-Filled Romances,Lauralee Bliss,2004,http://images.amazon.com/images/P/159310166X.01.LZZZZZZZ.jpg,477,3.69,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.88,,,,,,,
1583144706,Forever After (Arabesque),Kimberley White,2004,http://images.amazon.com/images/P/1583144706.01.LZZZZZZZ.jpg,352,3.96,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.82,,,,,,,
1578565731,Boo,RENE GUTTERIDGE,2003,http://images.amazon.com/images/P/1578565731.01.LZZZZZZZ.jpg,304,3.73,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.77,,,,,,,
1574883844,Mickey Mantle: America's Prodigal Son,Tony Castro,2002,http://images.amazon.com/images/P/1574883844.01.LZZZZZZZ.jpg,344,3.92,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.28,,,,,,,
158314188X,Flirting With Danger (Arabesque),Kayla Perrin,2001,http://images.amazon.com/images/P/158314188X.01.LZZZZZZZ.jpg,256,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.35,,,,,,,
037320129X,Royal Weddings (By Request) (Harlequin by Request),Diana Palmer,1996,http://images.amazon.com/images/P/037320129X.01.LZZZZZZZ.jpg,583,3.89,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.78,,,,,,,
078686172X,Chain of Evidence,Ridley Pearson,1995,http://images.amazon.com/images/P/078686172X.01.LZZZZZZZ.jpg,368,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.46,,,,,,,
039558521X,Learning to Bow: An American Teacher in a Japanese School,Bruce S. Feiler,1991,http://images.amazon.com/images/P/039558521X.01.LZZZZZZZ.jpg,321,3.73,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.35,,,,,,,
014037955X,Tarantula Shoes,Tom Birdseye,1996,http://images.amazon.com/images/P/014037955X.01.LZZZZZZZ.jpg,142,3.7,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.37,,,,,,,
067986153X,The Christmas Story (Pictureback Shapes),Deborah Hautzig,1994,http://images.amazon.com/images/P/067986153X.01.LZZZZZZZ.jpg,24,3.67,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.83,,,,,,,
1585745472,The Shooting Gallery: A Detective Yablonsky Mystery,Joseph Trigoboff,2002,http://images.amazon.com/images/P/1585745472.01.LZZZZZZZ.jpg,320,2.38,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.4,,,,,,,
1586605291,Plain and Fancy (Heartsong Presents book#478),Wanda E. Brunstetter,2002,http://images.amazon.com/images/P/1586605291.01.LZZZZZZZ.jpg,176,4.1,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.95,,,,,,,
1575100479,Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser,Jim Rearden,1998,http://images.amazon.com/images/P/1575100479.01.LZZZZZZZ.jpg,344,4.32,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.28,,,,,,,
1555837301,Genderqueer: Voices from Beyond the Sexual Binary,Joan Nestle,2002,http://images.amazon.com/images/P/1555837301.01.LZZZZZZZ.jpg,297,3.95,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.09,,,,,,,
1556523033,My Kid's Allergic to Everything Dessert Cookbook,Mary Harris,1996,http://images.amazon.com/images/P/1556523033.01.LZZZZZZZ.jpg,192,2.75,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.84,,,,,,,
1551521598,American Whiskey Bar,Michael Turner,2004,http://images.amazon.com/images/P/1551521598.01.LZZZZZZZ.jpg,208,3.61,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.46,,,,,,,
1879960249,Shadow on a Tightrope: Writings by Women on Fat Oppression,Lisa Schoenfielder,1983,http://images.amazon.com/images/P/1879960249.01.LZZZZZZZ.jpg,260,4.45,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.09,,,,,,,
1886094977,Duped by Derivatives: A Manhattan Murder,Gail Farrelly,1999,http://images.amazon.com/images/P/1886094977.01.LZZZZZZZ.jpg,285,3,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.91,,,,,,,
042516781X,Deadbeat (P. I. Mysteries),Leo Atkins,1999,http://images.amazon.com/images/P/042516781X.01.LZZZZZZZ.jpg,312,3.6,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.38,,,,,,,
037326092X,Under The Influence (Worldwide Mystery),Elizabeth Travis,1992,http://images.amazon.com/images/P/037326092X.01.LZZZZZZZ.jpg,256,2.43,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.53,,,,,,,
1400031095,The Navigator of New York,WAYNE JOHNSTON,2003,http://images.amazon.com/images/P/1400031095.01.LZZZZZZZ.jpg,496,3.74,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.72,,,,,,,
084238149X,The White Flower (Grace Livingston Hill #82),Grace L Hill,1989,http://images.amazon.com/images/P/084238149X.01.LZZZZZZZ.jpg,269,4.21,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.92,,,,,,,
1565077776,A Father for All Seasons,Bob Welch,1998,http://images.amazon.com/images/P/1565077776.01.LZZZZZZZ.jpg,238,4.22,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.77,,,,,,,
037327288X,The Quiet Storm,Raeanne Thayne,2003,http://images.amazon.com/images/P/037327288X.01.LZZZZZZZ.jpg,256,4.04,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.94,,,,,,,
087477926X,Girls Seen and Heard: 52 Life Lessons for Our Daughters,The Ms. Foundation for Women,1998,http://images.amazon.com/images/P/087477926X.01.LZZZZZZZ.jpg,239,3.44,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.91,,,,,,,
068481370X,The GIRLS : A TRUE STORY OF LIFELONG FRIENDSHIP,Nina Barrett,1998,http://images.amazon.com/images/P/068481370X.01.LZZZZZZZ.jpg,286,2.75,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.73,,,,,,,
1887655816,Graduates Book of Wisdom: Common-Sense Advice for the Rest of Your Life,Criswell Freeman,1997,http://images.amazon.com/images/P/1887655816.01.LZZZZZZZ.jpg,158,3.75,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.4,,,,,,,
1583140018,True Blue (Arabesque),Robyn Amos,1999,http://images.amazon.com/images/P/1583140018.01.LZZZZZZZ.jpg,236,3.81,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.05,,,,,,,
1578063698,Too Close to Call,Michael Kelsay,2001,http://images.amazon.com/images/P/1578063698.01.LZZZZZZZ.jpg,274,5,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.96,,,,,,,
006108350X,Fire in the Dark (Harper Monogram),Susan MacIas,1995,http://images.amazon.com/images/P/006108350X.01.LZZZZZZZ.jpg,402,4.29,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.5,,,,,,,
044920684X,River of Death,Alistair MacLean,1988,http://images.amazon.com/images/P/044920684X.01.LZZZZZZZ.jpg,224,3.38,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.68,,,,,,,
1575661551,Murder at Wrigley Field (Mickey Rawlings Baseball Mystery),Troy Soos,1997,http://images.amazon.com/images/P/1575661551.01.LZZZZZZZ.jpg,304,3.8,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.47,,,,,,,
1550172212,Port Coquitlam: Where the Rivers Meet,Chuck Davis,2000,http://images.amazon.com/images/P/1550172212.01.LZZZZZZZ.jpg,204,0,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.8,,,,,,,
1580970044,John Wanamaker: Philadelphia Merchant (Signpost Biographies),Herbert Ershkowitz,1998,http://images.amazon.com/images/P/1580970044.01.LZZZZZZZ.jpg,227,2.67,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.51,,,,,,,
044022280X,Outlaw Love,Brenda Joyce,1997,http://images.amazon.com/images/P/044022280X.01.LZZZZZZZ.jpg,464,3.58,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.53,,,,,,,
1557042586,Scumbler,William Wharton,1996,http://images.amazon.com/images/P/1557042586.01.LZZZZZZZ.jpg,288,3.71,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.81,,,,,,,
1413702937,Spare Parts,Ramon Zayas,2003,http://images.amazon.com/images/P/1413702937.01.LZZZZZZZ.jpg,205,0,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.09,,,,,,,
051708757X,Campbell's Simply Delicious Recipes,Patricia Teberg,1993,http://images.amazon.com/images/P/051708757X.01.LZZZZZZZ.jpg,192,4,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.82,,,,,,,
074340355X,Starlight,Miranda Jarrett,2000,http://images.amazon.com/images/P/074340355X.01.LZZZZZZZ.jpg,354,3.55,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.51,,,,,,,
1842150812,Low-Fat Pasta (Healthy Life (Southwater)),Sue Maggs,2000,http://images.amazon.com/images/P/1842150812.01.LZZZZZZZ.jpg,96,5,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.52,,,,,,,
1566890314,Your Name Here,Cris Mazza,1995,http://images.amazon.com/images/P/1566890314.01.LZZZZZZZ.jpg,280,3.39,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.86,,,,,,,
1576737659,It Had to Be You,Linda Windsor,2001,http://images.amazon.com/images/P/1576737659.01.LZZZZZZZ.jpg,308,3.9,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.08,,,,,,,
1842223747,Survivor,Dan Waddell,2001,http://images.amazon.com/images/P/1842223747.01.LZZZZZZZ.jpg,256,2.5,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.48,,,,,,,
156402895X,Big Blue Whale,Nicola Davies,1997,http://images.amazon.com/images/P/156402895X.01.LZZZZZZZ.jpg,32,4.2,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.99,,,,,,,
068982176X,Thunder From the Clear Sky,Marcia Sewall,1998,http://images.amazon.com/images/P/068982176X.01.LZZZZZZZ.jpg,64,3.8,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.61,,,,,,,
1564588920,DK Pockets: Space Facts,Carole Stott,1995,http://images.amazon.com/images/P/1564588920.01.LZZZZZZZ.jpg,160,4.11,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.09,,,,,,,
1889307017,Re-Search No 10: Incredibly Strange Films (Re/Search),V. Vale,1985,http://images.amazon.com/images/P/1889307017.01.LZZZZZZZ.jpg,224,4.28,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.43,,,,,,,
014012229X,Secret Scars: A Guide for Survivors of Child Sexual Abuse,Cynthia Crosson Tower,1989,http://images.amazon.com/images/P/014012229X.01.LZZZZZZZ.jpg,224,3,Psychology & Philosophy,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.29,,,,,,,
1556708467,A Stained-Glass Christmas: Six Removable Windows,Patrick Reyntiens,1998,http://images.amazon.com/images/P/1556708467.01.LZZZZZZZ.jpg,24,5,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.94,,,,,,,
1568581203,Killer in Drag,Edward Davis Wood,1999,http://images.amazon.com/images/P/1568581203.01.LZZZZZZZ.jpg,164,3.51,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.38,,,,,,,
055356787X,Dangerous to Love,Elizabeth Thornton,1994,http://images.amazon.com/images/P/055356787X.01.LZZZZZZZ.jpg,464,3.67,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.99,,,,,,,
082177235X,A Scandalous Connection (Zebra Regency Romance),Hayley Ann Solomon,2002,http://images.amazon.com/images/P/082177235X.01.LZZZZZZZ.jpg,256,3.33,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.67,,,,,,,
1562933663,The River Bank,Andrea Stacy Leach,1992,http://images.amazon.com/images/P/1562933663.01.LZZZZZZZ.jpg,16,5,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.82,,,,,,,
1564028542,The Magic Hourglass: A Time-Travel Adventure (Gamebook Series),Heather Maisner,1996,http://images.amazon.com/images/P/1564028542.01.LZZZZZZZ.jpg,32,4,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.24,,,,,,,
1893687341,All the Marbles,Dusty Rainbolt,2003,http://images.amazon.com/images/P/1893687341.01.LZZZZZZZ.jpg,290,3.2,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,9.07,,,,,,,
067172889X,TRYST (Vintage Crime/Black Lizard),Michael Dibdin,1990,http://images.amazon.com/images/P/067172889X.01.LZZZZZZZ.jpg,212,3.16,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.24,,,,,,,
1585790125,Adam's Task: Calling Animals by Name (Common Reader Editions),Vicki Hearne,2000,http://images.amazon.com/images/P/1585790125.01.LZZZZZZZ.jpg,274,3.81,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.31,,,,,,,
1580084702,Raw,Charlie Trotter,2003,http://images.amazon.com/images/P/1580084702.01.LZZZZZZZ.jpg,216,3.83,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.84,,,,,,,
086051286X,The Book of the Goons,Peter Sellers,2002,http://images.amazon.com/images/P/086051286X.01.LZZZZZZZ.jpg,144,3.89,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.02,,,,,,,
084994077X,The Disconnected Generation,Josh McDowell,2000,http://images.amazon.com/images/P/084994077X.01.LZZZZZZZ.jpg,240,3.7,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.19,,,,,,,
051755285X,Nutcracker,E.T.A. HOFFMANN,1984,http://images.amazon.com/images/P/051755285X.01.LZZZZZZZ.jpg,102,4.02,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.97,,,,,,,
1580621317,Streetwise Time Management,Marshall Cook,1999,http://images.amazon.com/images/P/1580621317.01.LZZZZZZZ.jpg,352,2.8,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.98,,,,,,,
1558215050,Hockey Sur Glace: Stories,Peter LaSalle,1996,http://images.amazon.com/images/P/1558215050.01.LZZZZZZZ.jpg,224,3.5,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.36,,,,,,,
044010761X,Boy George,Merle Ginsberg,1984,http://images.amazon.com/images/P/044010761X.01.LZZZZZZZ.jpg,191,2.14,Arts & Crafts,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.33,,,,,,,
051770448X,Shakespeare's Insults for Teachers (Shakespeare's Insults),William Shakespeare,1996,http://images.amazon.com/images/P/051770448X.01.LZZZZZZZ.jpg,80,2.86,Humor,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.7,,,,,,,
044022201X,After the Kiss,Joan Johnston,1997,http://images.amazon.com/images/P/044022201X.01.LZZZZZZZ.jpg,384,3.83,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,10.36,,,,,,,
1585743658,The Greatest Cat Stories Ever Told: Thirty Unforgettable Cat Tales,Charles Elliott,2001,http://images.amazon.com/images/P/1585743658.01.LZZZZZZZ.jpg,288,3.53,Home,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.91,,,,,,,
1564020843,Maisy Goes to the Playground (Pull Tab &amp; Lift-the-Flap Book),Lucy Cousins,1992,http://images.amazon.com/images/P/1564020843.01.LZZZZZZZ.jpg,16,3.61,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.28,,,,,,,
041591471X,The Disability Studies Reader,Lennard J. Davis,1997,http://images.amazon.com/images/P/041591471X.01.LZZZZZZZ.jpg,454,4.26,Social Science,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,6.04,,,,,,,
1580627943,Resumes That Knock 'Em Dead (Resumes That Knock 'em Dead),Martin John Yate,2002,http://images.amazon.com/images/P/1580627943.01.LZZZZZZZ.jpg,304,4.03,Business & Economics,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.72,,,,,,,
006108705X,A Season in Eden,Megan Chance,1999,http://images.amazon.com/images/P/006108705X.01.LZZZZZZZ.jpg,352,3.64,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.18,,,,,,,
080772906X,Teachers As Curriculum Planners: Narratives of Experience,Michael F. Connelly,1988,http://images.amazon.com/images/P/080772906X.01.LZZZZZZZ.jpg,248,4.12,Education,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.78,,,,,,,
089107743X,Day of the East Wind,Julia Shuken,1993,http://images.amazon.com/images/P/089107743X.01.LZZZZZZZ.jpg,256,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.28,,,,,,,
1558740503,Self-Sabotage Syndrome: Adult Children in the Workplace,Janet Geringer Woititz,1989,http://images.amazon.com/images/P/1558740503.01.LZZZZZZZ.jpg,250,4.1,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.45,,,,,,,
1555835686,Dykes With Baggage,Riggin Waugh,2000,http://images.amazon.com/images/P/1555835686.01.LZZZZZZZ.jpg,309,3.92,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.71,,,,,,,
038523399X,By Reason of,M. R. Henderson,1986,http://images.amazon.com/images/P/038523399X.01.LZZZZZZZ.jpg,230,3.8,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.93,,,,,,,
1583940162,Tales of Old Earth,Michael Swanwick,2000,http://images.amazon.com/images/P/1583940162.01.LZZZZZZZ.jpg,250,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.66,,,,,,,
1571312552,The Prairie in Her Eyes: The Breaking and Making of a Dakota Rancher,Ann Daum,2001,http://images.amazon.com/images/P/1571312552.01.LZZZZZZZ.jpg,220,3,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.72,,,,,,,
1863682759,Into the Wadi,Michele Drouart,2000,http://images.amazon.com/images/P/1863682759.01.LZZZZZZZ.jpg,376,3.75,Biography & Autobiography,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.81,,,,,,,
044022456X,The Eternity Cure,Howard Olgin,1997,http://images.amazon.com/images/P/044022456X.01.LZZZZZZZ.jpg,384,3.4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,5.48,,,,,,,
1841124796,Drop the Pink Elephant,Bill McFarlan,2003,http://images.amazon.com/images/P/1841124796.01.LZZZZZZZ.jpg,180,3.81,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.49,,,,,,,
1885593163,The Little Hands Nature Book (Williamson Little Hands Series),Nancy Castaldo,1997,http://images.amazon.com/images/P/1885593163.01.LZZZZZZZ.jpg,142,3.79,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.02,,,,,,,
031249114X,First Concepts: Time (First Concepts (Hardcover)),Roger Priddy,2003,http://images.amazon.com/images/P/031249114X.01.LZZZZZZZ.jpg,24,4,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.83,,,,,,,
1577310160,Conscious Evolution: Awakening the Power of Our Social Potential,Barbara Marx Hubbard,1998,http://images.amazon.com/images/P/1577310160.01.LZZZZZZZ.jpg,256,4.11,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,3.48,,,,,,,
034530196X,Juxtaposition,Piers Anthony,1982,http://images.amazon.com/images/P/034530196X.01.LZZZZZZZ.jpg,358,3.93,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.46,,,,,,,
185284230X,Walking in Norway (Cicerone Guide),Constance Roos,2001,http://images.amazon.com/images/P/185284230X.01.LZZZZZZZ.jpg,192,4,Health & Fitness,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.61,,,,,,,
039471699X,Death and Rebirth of the Seneca,A. F. Wallace,1972,http://images.amazon.com/images/P/039471699X.01.LZZZZZZZ.jpg,416,3.66,History,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12,,,,,,,
1593080638,David Copperfield (Barnes &amp; Noble Classics),Charles Dickens,2003,http://images.amazon.com/images/P/1593080638.01.LZZZZZZZ.jpg,729,3.99,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,8.99,,,,,,,
1564587185,The Big Book of Dinosaurs: A First Book for Young Children,Angela Wilkes,1994,http://images.amazon.com/images/P/1564587185.01.LZZZZZZZ.jpg,32,3.9,Non Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,12.03,,,,,,,
1558684255,Culture Shock! Successful Living Abroad: A Parent's Guide,Robin Pascoe,1999,http://images.amazon.com/images/P/1558684255.01.LZZZZZZZ.jpg,271,3.14,Travel & Nature,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.75,,,,,,,
1585860409,The Grey Horse,Roberta A. MacAvoy,2002,http://images.amazon.com/images/P/1585860409.01.LZZZZZZZ.jpg,212,3.94,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,7.39,,,,,,,
1582341893,Have You Heard,Anderson Ferrell,2004,http://images.amazon.com/images/P/1582341893.01.LZZZZZZZ.jpg,288,3.07,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,11.85,,,,,,,
006016042X,Love Life,Bobbie Ann Mason,1989,http://images.amazon.com/images/P/006016042X.01.LZZZZZZZ.jpg,241,3.82,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,14.55,,,,,,,
087286426X,Head Above Water (City Lights Italian Voices),Stefano Bortolussi,2003,http://images.amazon.com/images/P/087286426X.01.LZZZZZZZ.jpg,128,4,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,4.43,,,,,,,
1931561265,Reunion: A Novel,Michael Oren,2003,http://images.amazon.com/images/P/1931561265.01.LZZZZZZZ.jpg,353,3.25,Fiction,https://itp-bookmart.s3.ap-southeast-2.amazonaws.com/book/pg66654-images.epub,English,13.92,,,,,,,
